ลำดับ,เพศ,จังหวัดที่อาศัย,โรงเรียน,สำเร็จการศึกษาจาก,จังหวัด,เกรดเฉลี่ยสะสม,รายได้ครอบครัว,หลักสูตรที่เข้าศึกษา,ปัจจัยสถาบันการศึกษา1,ปัจจัยสถาบันการศึกษา2,ปัจจัยสถาบันการศึกษา3,ปัจจัยสถาบันการศึกษา4,ปัจจัยสถาบันการศึกษา5,ปัจจัยสถาบันการศึกษา6,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร1,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร2,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร3,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร4,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร5,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร6,ปัจจัยในการตัดสินใจ1,ปัจจัยในการตัดสินใจ2,ปัจจัยในการตัดสินใจ3,ปัจจัยในการตัดสินใจ4,ปัจจัยด้านเหตุผลส่วนตัว1,ปัจจัยด้านเหตุผลส่วนตัว2,ปัจจัยด้านเหตุผลส่วนตัว3,ปัจจัยด้านเหตุผลส่วนตัว4,ปัจจัยด้านเหตุผลส่วนตัว5,ปัจจัยด้านสื่อและการประชาสัมพันธ์1,ปัจจัยด้านสื่อและการประชาสัมพันธ์2,ปัจจัยด้านสื่อและการประชาสัมพันธ์3,ปัจจัยด้านสื่อและการประชาสัมพันธ์4,ปัจจัยด้านสื่อและการประชาสัมพันธ์5,จัดการเรียนการสอนที่ศูนย์แม่ริม,ความคาดหวังที่นักศึกษาคิดว่าจะได้รับ,ข้อเสนอแนะ
278,ญ,เชียงใหม่,มัธยมศึกษาของเอกชน,โกวิทธำรงค์,เชียงใหม่,3.60,"10,001-20,000",สาธารณสุขชุมชน,4,3,4,3,4,5,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,3,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1. จบปริญญาตรี  สำเร็จการศึกษา,
279,ญ,เชียงใหม่,มัธยมศึกษาของรัฐ,,,3.41,"ไม่เกิน 10,000",อาชีวอนามัยและความปลอดภัย,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,2,2,2,2,3,3,3,3,3,3,ข้อเสนอแนะ  มีรถรับส่งนักศึกษา,"1. ได้รับความช่วยเหลือ
2. ได้รับความรู้อย่างมีประสิทธิภาพ
3. เป็นบุคคลที่ได้รับการพัฒนา",
280,ช,นครสวรรค์ ,มัธยมศึกษาของรัฐ,บางมูลนากภูมิวิทยาคม ,พิจิตร,3.15,"ไม่เกิน 10,000",วิทยาศาสตร์และสิ่งแวดล้อม,1,2,1,1,3,3,4,3,2,4,3,4,3,3,3,3,1,1,1,1,2,2,2,2,2,2,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,,
281,ญ,เชียงใหม่,มัธยมศึกษาของรัฐ,แม่ตื่นวิทยาคม,เชียงใหม่,3.50,"ไม่เกิน 10,000",อาชีวอนามัยและความปลอดภัย,3,4,4,5,4,3,4,4,5,3,4,5,3,4,5,3,4,1,2,4,5,4,3,4,5,5,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ อยากไปเห็นอะไรใหม่ๆ","1. จบมามีอาชีพที่รองรับ
2. จะได้รับความรู้ทางวิชาชีพโดยตรง",
282,ช,เชียงใหม่,มัธยมศึกษาของเอกชน,โกวิทธำรงค์,เชียงใหม่,2.92,"20,001-30,000 ",สาธารณสุขชุมชน,4,3,5,5,4,4,4,4,4,4,3,5,4,3,3,3,4,5,4,4,4,4,3,3,3,4,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลเกินไป ไม่สะดวกในการเดินทาง,"1. อยากได้ประสบการณ์ในการทำงาน
2. อยากแลกเปลี่ยนความรู้กับอาจารย์
3. อยากได้ความคิดหรือแนวทาง เพื่อให้นำไปสู่ผลสำเร็จในอนาคต
4. สังคมใหม่
5. การเป็นผู้นำทางด้านธุรกิจ
6. อยากได้ความรู้เกี่ยวกับทางด้านธุรกิจ นับตั้งแต่ จุดเริ่มต้น ถึงจุดสูงสุด",
283,ญ,ตาก,มัธยมศึกษาของรัฐ,ตากพิทยาคม,ตาก,1.85,"20,001-30,000",เทคโนโลยีสถาปัตยกรรม,4,3,3,1,4,1,4,3,3,4,4,4,4,3,3,1,3,1,1,1,2,3,3,3,3,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. ได้รับความรู้ใหม่
2. สังคมรอบข้างยอมรับ",
284,ญ,เชียงใหม่,มัธยมศึกษาของรัฐ,,,3.58,"ไม่เกิน 10,000",เทคโนโลยีสถาปัตยกรรม,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,1,3,3,3,4,3,4,4,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. สังคมรอบข้าง
2. จบไปมีงานทำ",
285,ญ,เชียงใหม่,มัธยมศึกษาของรัฐ,แม่ริมวิทยาคม,เชียงใหม่,3.44,"ไม่เกิน 10,000",เทคโนโลยีสถาปัตยกรรม,3,3,3,2,3,2,3,3,2,2,4,4,3,2,2,1,2,1,1,1,3,2,3,2,2,3,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. ได้รับความรู้ใหม่
2. ความสามารถและประสบการณ์ต่างๆ
3. สามารถไปประกอบวิชาชีพได้
4. คาดหวังว่าจะได้มีงานการที่ดี และความรู้ความสามารถไปทำงานได้",
286,ญ,เชียงราย,มัธยมศึกษาของรัฐ,แม่จันวิทยาคม,เชียงราย,3.04,"ไม่เกิน 10,000",เทคโนโลยีสถาปัตยกรรม,5,5,5,5,4,5,5,5,5,5,5,5,3,3,3,3,1,1,1,1,4,5,5,5,5,5,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. ได้รับความรู้
2. สามารถนำไปใช้ในชีวิตประจำวันได้
3. คาดหวังว่าจะได้เกรดดี",
287,ญ,แม่ฮ่องสอน,มัธยมศึกษาของรัฐ,ปายวิทยาคม,แม่ฮ่องสอน,2.82,"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",4,5,5,3,4,4,4,4,4,5,4,4,3,2,3,5,3,3,4,4,4,4,4,4,3,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,,
288,ญ,เชียงใหม่,มัธยมศึกษาของรัฐ,สันทรายวิทยาคม,เชียงใหม่,2.30,"10,001-20,000","คหกรรมศาสตร์
(การออกแบบแฟชั่นและสิ่งทอ)",4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,,4,3,4,4,5,5,4,5,3,3,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,,
289,ญ,สระแก้ว,มัธยมศึกษาของรัฐ,ชุมพลวิทยาสรรค์,สุรินทร์,3.63,"10,001-20,000","คหกรรมศาสตร์
(การออกแบบแฟชั่นและสิ่งทอ)",4,3,4,1,3,,3,3,3,3,4,5,1,1,2,2,4,4,1,1,3,4,1,1,1,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,,
290,ญ,,สถาบันอาชีวศึกษา,วิทยาลัยเทคโนโลยีโปลิเทคนิคลานนา,เชียงใหม่,3.92,"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,1,1,1,1,3,3,3,3,3,3,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ,,
291,ญ,เชียงใหม่,สถาบันอาชีวศึกษา,วิทยาลัยเทคโนโลยีพายัพและบริหารธุรกิจ,เชียงใหม่,2.77,"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",4,3,4,5,4,5,4,4,3,3,3,4,3,5,3,3,5,1,2,1,4,4,3,3,2,5,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,,
292,ญ,เชียงใหม่,มัธยมศึกษาของรัฐ,,,3.70,"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",5,5,5,2,5,5,5,5,3,4,5,5,3,3,2,3,5,5,5,4,5,5,5,5,5,5,,1. สิ่งที่เรียนไปสามารถนำไปใช้ประโยชน์ได้จริง,
293,ช,เชียงใหม่,          อื่นๆ          (พส.ปริยัต),วัดแม่ริมวิทยา,เชียงใหม่,1.80,"20,001-30,000 ","คหกรรมศาสตร์
(อาหารและโภชนาการ)",5,5,5,5,5,3,4,5,5,5,5,5,4,4,5,,4,2,4,3,4,5,5,4,3,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,,
294,ญ,เชียงใหม่,มัธยมศึกษาของเอกชน,เรยีนาเชลีวิทยาลัย,เชียงใหม่,2.70,"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",4,5,5,4,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,4,4,5,5,5,4,5,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. มีประสบการณ์ได้เรียนรู้การทำอาหาร
2. ได้เจอเพื่อนและสังคมที่ดี
3. เรียนสนุก
4. กับข้าว ขนมอร่อย",
295,ญ,ลำพูน,มัธยมศึกษาของรัฐ,เวียงเจดีย์วิทยา,ลำพูน,3.01,"20,001-30,000 ","คหกรรมศาสตร์
(อาหารและโภชนาการ)",5,5,4,4,4,4,5,4,4,3,4,4,4,3,4,2,2,4,3,1,5,3,2,5,3,5,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1. จะได้รับความคาดหวังที่จะจบที่มหาวิทยาลัยราชภัฎเชียงใหม่,
296,ช,เชียงใหม่,มัธยมศึกษาของเอกชน,สารสาสน์วิเทศเชียงใหม่,เชียงใหม่,2.3,"30,001 ขึ้นไป",วิทยาการคอมพิวเตอร์,5,4,5,5,2,3,5,5,4,4,2,4,1,1,3,2,4,4,2,2,4,4,4,3,2,5,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  อยู่ห่างไกลจนเกินไป,"1. ความรู้
2. สังคมใหม่
3. ทักษะใหม่ๆ
4. การศึกษาที่มีคุณภาพ",
297,ญ,ลำพูน,มัธยมศึกษาของรัฐ,เฉลิมพระเกียรติ 48 พรรษา,ลำพูน,2.85,"10,001-20,000",วิทยาการคอมพิวเตอร์,4,4,4,3,5,4,4,4,4,4,4,4,4,1,4,3,4,2,3,2,5,4,4,4,5,5,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,,
298,ญ,แพร่,มัธยมศึกษาของรัฐ,เถินวิทยา,ลำปาง,2.77,"30,001 ขึ้นไป",วิทยาการคอมพิวเตอร์,4,4,4,1,4,5,4,4,4,4,5,5,1,1,1,1,1,1,1,1,4,4,3,3,1,5,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ,,
299,ช,พะเยา,มัธยมศึกษาของรัฐ,จุนวิทยาคม,พะเยา,2.04,"10,001-20,000",วิทยาการคอมพิวเตอร์,3,3,4,2,3,5,4,4,3,4,5,4,4,4,3,4,3,2,3,4,3,3,2,4,4,3,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,,
300,ช,เชียงใหม่,มัธยมศึกษาของรัฐ,สันป่าตองวิทยาคม,เชียงใหม่,2.65,"ไม่เกิน 10,000",วิทยาการคอมพิวเตอร์,3,3,4,3,4,5,4,3,3,3,5,4,4,4,3,3,2,3,4,3,3,3,3,3,3,4,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  อยู่ห่างไกลมาก อยากเรียนในตัวเมือง ไม่อยากขี่มอไซด์ไป ไกลมากๆ,1. ความรู้,
301,ช,เชียงใหม่,มัธยมศึกษาของรัฐ,,,2.73,"20,001-30,000 ",วิทยาการคอมพิวเตอร์,3,5,4,4,3,5,5,4,4,4,3,3,4,5,3,3,4,1,3,5,5,3,4,4,4,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1. เป็นบัณฑิตที่ดี,
